dag1.txt 4_1x1.txt 0.12121212121212122 1 5357568.0 [0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1] 
dag1.txt 4_1x3.txt 0.2727272727272727 1 1802240.0 [1, 5, 3, 0, 0, 2, 3, 2, 2, 5, 3, 5, 4, 0, 4, 2, 1, 2, 3, 0, 3, 4, 3, 2, 5, 1, 1, 0, 5, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 4, 3, 0, 2, 3, 4, 2, 0, 4, 1, 3, 4, 4, 5, 4, 3, 4, 4, 4, 4, 4, 0, 4, 2, 4, 1, 4, 2, 2, 5, 5, 5, 5, 2, 2, 1, 1, 2, 2, 0, 2, 2, 2, 2, 2] 
dag1.txt 5_4_3_2x3.txt 0.3712121212121212 1 409600.0 [1, 10, 1, 9, 9, 0, 8, 0, 0, 10, 11, 1, 7, 7, 11, 9, 6, 0, 1, 9, 8, 11, 8, 0, 10, 5, 5, 9, 1, 9, 0, 5, 8, 9, 5, 9, 8, 9, 9, 8, 9, 8, 6, 6, 11, 9, 1, 11, 6, 1, 4, 7, 6, 4, 7, 7, 7, 7, 8, 7, 11, 7, 7, 7, 4, 4, 3, 4, 5, 4, 0, 0, 10, 3, 3, 3, 11, 3, 5, 2, 2, 3, 4, 2, 3, 3, 2, 2] 
dag1.txt 3_2x1.txt 0.12121212121212122 1 2678784.0 [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0] 
dag1.txt 3_2x5.txt 0.3484848484848485 1 540672.0 [3, 0, 3, 3, 6, 1, 5, 1, 1, 0, 5, 0, 6, 6, 6, 8, 4, 1, 3, 8, 5, 6, 3, 8, 0, 3, 4, 6, 0, 6, 9, 4, 3, 4, 7, 4, 3, 4, 4, 3, 4, 3, 4, 2, 5, 4, 5, 2, 2, 5, 9, 2, 4, 2, 6, 2, 6, 6, 5, 6, 6, 6, 9, 6, 9, 9, 8, 9, 7, 9, 1, 1, 0, 1, 1, 1, 5, 8, 7, 7, 7, 8, 7, 7, 8, 8, 7, 8] 
dag1.txt 3_2x4.txt 0.3560606060606061 1 671744.0 [4, 0, 4, 1, 3, 5, 7, 5, 5, 0, 2, 6, 6, 6, 6, 1, 4, 5, 4, 1, 7, 6, 7, 5, 0, 7, 6, 3, 3, 6, 3, 7, 1, 3, 1, 3, 7, 7, 3, 7, 6, 7, 4, 4, 2, 3, 2, 2, 2, 2, 3, 2, 4, 2, 6, 2, 6, 4, 7, 6, 2, 4, 6, 4, 3, 7, 5, 6, 1, 6, 5, 5, 0, 5, 0, 0, 2, 5, 1, 1, 4, 5, 1, 1, 5, 5, 5, 5] 
dag1.txt 5_4_3_2x2.txt 0.3560606060606061 1 663552.0 [1, 0, 1, 2, 6, 3, 7, 3, 3, 0, 4, 5, 5, 5, 5, 2, 1, 3, 1, 2, 7, 5, 7, 3, 0, 7, 5, 6, 6, 5, 6, 7, 2, 6, 2, 6, 7, 7, 6, 7, 5, 7, 1, 1, 4, 6, 4, 4, 4, 4, 6, 4, 1, 4, 5, 4, 5, 1, 7, 5, 4, 1, 5, 1, 6, 7, 3, 5, 2, 5, 3, 3, 0, 3, 0, 0, 4, 3, 2, 2, 1, 3, 2, 2, 3, 3, 3, 3] 
dag1.txt 4_1x5.txt 0.32575757575757575 1 1064960.0 [0, 6, 0, 0, 1, 8, 9, 8, 8, 6, 9, 3, 4, 1, 4, 2, 3, 8, 0, 2, 9, 4, 0, 8, 6, 0, 3, 1, 1, 1, 8, 3, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 3, 5, 9, 1, 0, 5, 5, 0, 1, 3, 3, 5, 4, 3, 3, 3, 9, 4, 4, 4, 4, 4, 8, 4, 2, 4, 7, 4, 8, 8, 6, 2, 6, 2, 9, 2, 7, 7, 7, 2, 7, 7, 2, 2, 7, 2] 
dag1.txt 3_2x3.txt 0.30303030303030304 1 901120.0 [2, 0, 2, 3, 3, 5, 2, 5, 5, 0, 2, 0, 4, 3, 4, 5, 4, 5, 2, 3, 2, 4, 2, 5, 0, 5, 4, 3, 0, 3, 3, 4, 3, 3, 1, 3, 2, 3, 3, 3, 3, 3, 4, 4, 2, 3, 2, 1, 0, 0, 1, 0, 4, 1, 3, 1, 0, 4, 2, 3, 4, 4, 4, 4, 3, 1, 5, 4, 4, 4, 5, 5, 0, 5, 0, 5, 5, 5, 1, 1, 1, 5, 1, 1, 5, 5, 5, 5] 
dag1.txt 5_4_3_2x5.txt 0.4772727272727273 1 262144.0 [17, 4, 5, 15, 9, 11, 2, 11, 11, 4, 16, 7, 13, 9, 13, 15, 17, 11, 5, 15, 2, 13, 5, 10, 4, 0, 17, 9, 6, 9, 10, 0, 15, 9, 0, 9, 6, 15, 9, 15, 9, 15, 8, 8, 16, 9, 5, 16, 8, 5, 3, 7, 7, 3, 18, 7, 7, 7, 2, 18, 13, 13, 13, 13, 19, 19, 1, 13, 12, 13, 11, 11, 1, 1, 14, 14, 5, 1, 0, 12, 7, 1, 19, 19, 1, 1, 19, 12] 
dag1.txt 4_1x1.txt 0.12878787878787878 1 5357568.0 [0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0] 
dag1.txt 5_4_3_2x3.txt 0.3787878787878788 1 425984.0 [3, 0, 3, 5, 4, 11, 2, 11, 11, 7, 1, 0, 9, 9, 10, 5, 10, 11, 3, 5, 2, 10, 2, 11, 0, 6, 10, 8, 0, 8, 8, 6, 5, 8, 6, 8, 2, 8, 8, 2, 8, 5, 10, 6, 1, 8, 0, 1, 3, 0, 8, 0, 10, 1, 9, 1, 0, 10, 2, 9, 10, 10, 9, 10, 8, 8, 5, 10, 4, 9, 11, 11, 0, 7, 7, 7, 1, 5, 6, 4, 4, 5, 4, 4, 5, 5, 4, 5] 
dag1.txt 4_1x4.txt 0.4015151515151515 1 1343488.0 [2, 2, 2, 5, 0, 3, 1, 3, 3, 6, 1, 4, 7, 4, 4, 5, 7, 3, 2, 5, 1, 7, 3, 3, 6, 3, 7, 0, 2, 4, 0, 5, 1, 0, 5, 0, 1, 5, 0, 5, 7, 5, 7, 7, 1, 0, 1, 4, 7, 1, 0, 4, 7, 4, 4, 4, 4, 4, 1, 4, 4, 3, 7, 3, 0, 3, 6, 3, 5, 3, 3, 3, 2, 3, 6, 6, 1, 6, 5, 5, 7, 6, 0, 0, 6, 6, 0, 6] 
dag1.txt 4_1x2.txt 0.21212121212121213 1 2686976.0 [0, 1, 0, 3, 2, 1, 0, 1, 1, 1, 0, 2, 3, 2, 3, 2, 3, 1, 0, 2, 0, 3, 0, 1, 1, 3, 3, 2, 2, 2, 2, 3, 3, 2, 3, 2, 0, 3, 2, 0, 2, 0, 3, 3, 0, 2, 0, 0, 3, 0, 2, 0, 3, 0, 2, 0, 2, 0, 0, 2, 0, 0, 3, 0, 2, 2, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1, 0, 1, 3, 3, 3, 1, 2, 3, 1, 1, 3, 1] 
dag1.txt 3_2x2.txt 0.21212121212121213 1 1343488.0 [0, 1, 0, 3, 2, 1, 0, 1, 1, 1, 0, 2, 3, 2, 3, 2, 3, 1, 0, 2, 0, 3, 0, 1, 1, 3, 3, 2, 2, 2, 2, 3, 3, 2, 3, 2, 0, 3, 2, 0, 2, 0, 3, 3, 0, 2, 0, 0, 3, 0, 2, 0, 3, 0, 2, 0, 2, 0, 0, 2, 0, 0, 3, 0, 2, 2, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1, 0, 1, 3, 3, 3, 1, 2, 3, 1, 1, 3, 1] 
dag1.txt 5_4_3_2x1.txt 0.24242424242424243 1 1335296.0 [1, 1, 1, 2, 0, 2, 0, 2, 2, 1, 3, 3, 3, 3, 3, 2, 3, 2, 1, 2, 0, 3, 1, 2, 1, 3, 3, 0, 1, 0, 0, 3, 2, 0, 2, 0, 0, 0, 0, 0, 0, 1, 3, 3, 0, 0, 1, 0, 3, 1, 0, 3, 3, 0, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 0, 0, 2, 0, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 0, 2, 1, 1, 2, 2] 
dag1.txt 5_4_3_2x4.txt 0.42424242424242425 1 319488.0 [2, 6, 2, 5, 8, 10, 13, 10, 10, 4, 13, 12, 14, 14, 9, 5, 3, 10, 2, 5, 13, 14, 1, 10, 6, 3, 3, 8, 12, 12, 12, 3, 1, 12, 5, 8, 1, 3, 8, 1, 8, 1, 0, 0, 13, 8, 2, 15, 0, 2, 8, 9, 0, 15, 14, 9, 9, 9, 1, 9, 9, 9, 14, 9, 12, 9, 10, 9, 3, 14, 10, 11, 6, 6, 4, 4, 13, 10, 5, 7, 7, 11, 7, 7, 10, 11, 7, 11] 
dag1.txt 4_1x3.txt 0.30303030303030304 1 1802240.0 [4, 5, 2, 1, 1, 0, 2, 0, 0, 5, 2, 0, 0, 0, 0, 1, 4, 0, 2, 1, 2, 0, 2, 0, 5, 0, 1, 5, 5, 5, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 4, 2, 1, 5, 4, 4, 4, 3, 4, 4, 4, 0, 4, 0, 3, 2, 0, 0, 0, 0, 3, 3, 3, 2, 3, 3, 0, 0, 0, 5, 5, 5, 5, 2, 2, 1, 3, 3, 2, 3, 3, 2, 3, 3, 3] 
dag1.txt 3_2x1.txt 0.12121212121212122 1 2678784.0 [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1] 
dag1.txt 3_2x5.txt 0.32575757575757575 1 532480.0 [0, 6, 0, 1, 2, 3, 9, 0, 3, 6, 9, 6, 8, 8, 8, 1, 5, 3, 0, 1, 9, 8, 0, 0, 6, 0, 5, 2, 6, 2, 2, 5, 1, 2, 7, 2, 0, 2, 2, 0, 2, 1, 5, 4, 9, 2, 1, 4, 4, 1, 2, 4, 5, 4, 8, 4, 4, 5, 9, 8, 8, 8, 8, 8, 2, 2, 1, 8, 5, 8, 3, 3, 6, 3, 3, 3, 1, 1, 7, 7, 7, 1, 7, 7, 1, 1, 7, 1] 
dag1.txt 3_2x4.txt 0.3787878787878788 1 671744.0 [0, 7, 0, 3, 2, 4, 5, 4, 4, 7, 5, 2, 6, 2, 6, 1, 1, 4, 0, 1, 5, 6, 7, 4, 7, 4, 1, 2, 2, 2, 4, 1, 1, 2, 3, 2, 7, 1, 2, 7, 2, 7, 1, 6, 5, 2, 2, 6, 6, 1, 4, 6, 1, 6, 2, 6, 6, 6, 5, 2, 5, 5, 5, 5, 4, 5, 0, 5, 3, 5, 4, 4, 7, 7, 0, 0, 0, 0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3] 
dag1.txt 5_4_3_2x2.txt 0.3560606060606061 1 663552.0 [1, 0, 1, 2, 6, 3, 7, 3, 3, 0, 4, 5, 5, 5, 5, 2, 1, 3, 1, 2, 7, 5, 7, 3, 0, 7, 5, 6, 6, 5, 6, 7, 2, 6, 2, 6, 7, 7, 6, 7, 5, 7, 1, 1, 4, 6, 4, 4, 4, 4, 6, 4, 1, 4, 5, 4, 5, 1, 7, 5, 4, 1, 5, 1, 6, 7, 3, 5, 2, 5, 3, 3, 0, 3, 0, 0, 4, 3, 2, 2, 1, 3, 2, 2, 3, 3, 3, 3] 
dag1.txt 4_1x5.txt 0.3409090909090909 1 1081344.0 [7, 8, 7, 2, 2, 5, 0, 5, 5, 8, 0, 7, 6, 6, 6, 5, 4, 5, 7, 2, 0, 6, 0, 5, 8, 4, 4, 2, 8, 2, 2, 4, 7, 2, 2, 2, 0, 2, 2, 7, 2, 7, 1, 3, 0, 2, 7, 3, 3, 7, 1, 7, 1, 3, 6, 3, 7, 1, 0, 6, 6, 6, 6, 6, 1, 6, 5, 6, 4, 6, 5, 9, 8, 9, 9, 9, 7, 5, 4, 4, 1, 5, 1, 1, 5, 5, 1, 5] 
dag1.txt 3_2x3.txt 0.2727272727272727 1 901120.0 [0, 4, 5, 5, 2, 1, 5, 1, 1, 4, 1, 3, 3, 3, 3, 2, 0, 1, 5, 2, 5, 3, 5, 1, 4, 5, 0, 2, 2, 2, 2, 0, 5, 2, 5, 2, 5, 2, 2, 5, 2, 5, 0, 3, 1, 2, 5, 1, 3, 5, 2, 3, 0, 1, 3, 3, 3, 3, 5, 3, 3, 3, 3, 3, 2, 2, 1, 3, 0, 3, 1, 1, 4, 4, 4, 4, 1, 1, 5, 0, 0, 4, 2, 0, 4, 4, 0, 4] 
dag1.txt 5_4_3_2x5.txt 0.45454545454545453 1 245760.0 [6, 8, 15, 15, 0, 3, 12, 3, 3, 17, 12, 8, 11, 0, 13, 18, 9, 3, 15, 18, 12, 11, 15, 3, 8, 15, 9, 0, 8, 0, 0, 9, 6, 0, 15, 18, 14, 6, 18, 6, 18, 6, 5, 5, 12, 18, 6, 10, 13, 6, 19, 13, 5, 10, 2, 13, 13, 13, 14, 2, 13, 13, 11, 13, 19, 11, 7, 11, 16, 11, 3, 1, 1, 1, 17, 7, 6, 7, 16, 16, 4, 7, 19, 4, 7, 7, 4, 4] 
dag1.txt 4_1x1.txt 0.12121212121212122 1 5357568.0 [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1] 
dag1.txt 5_4_3_2x3.txt 0.3712121212121212 1 434176.0 [8, 3, 8, 5, 6, 0, 7, 0, 0, 11, 7, 3, 1, 6, 1, 6, 9, 0, 8, 6, 7, 1, 8, 0, 3, 2, 9, 6, 3, 6, 10, 9, 5, 6, 2, 6, 8, 9, 6, 5, 6, 5, 9, 2, 7, 6, 5, 5, 2, 5, 10, 5, 9, 5, 1, 5, 5, 1, 7, 1, 1, 1, 2, 1, 10, 1, 0, 1, 4, 2, 0, 0, 3, 11, 11, 11, 5, 0, 4, 4, 4, 0, 10, 10, 0, 0, 4, 4] 
dag1.txt 4_1x4.txt 0.3787878787878788 1 1343488.0 [0, 7, 0, 3, 2, 4, 5, 4, 4, 7, 5, 2, 6, 2, 6, 1, 1, 4, 0, 1, 5, 6, 7, 4, 7, 4, 1, 2, 2, 2, 4, 1, 1, 2, 3, 2, 7, 1, 2, 7, 2, 7, 1, 6, 5, 2, 2, 6, 6, 1, 4, 6, 1, 6, 2, 6, 6, 6, 5, 2, 5, 5, 5, 5, 4, 5, 0, 5, 3, 5, 4, 4, 7, 7, 0, 0, 0, 0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3] 
dag1.txt 4_1x2.txt 0.23484848484848486 1 2670592.0 [2, 0, 0, 2, 2, 3, 0, 3, 3, 0, 0, 1, 1, 1, 1, 3, 2, 3, 0, 2, 0, 1, 0, 3, 0, 3, 2, 2, 0, 2, 3, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 1, 2, 1, 0, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 3, 3, 3, 1, 2, 1, 3, 3, 0, 3, 3, 3, 0, 3, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3] 
dag1.txt 3_2x2.txt 0.2196969696969697 1 1343488.0 [3, 2, 2, 0, 0, 1, 1, 1, 1, 2, 1, 2, 0, 0, 0, 2, 3, 1, 2, 0, 1, 0, 1, 1, 2, 3, 3, 0, 2, 0, 1, 3, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 3, 3, 1, 0, 2, 0, 3, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2, 1, 3, 1, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 3, 2, 1, 3, 2, 2, 3, 2] 
dag1.txt 5_4_3_2x1.txt 0.25 1 1335296.0 [1, 1, 1, 0, 0, 0, 2, 0, 0, 1, 2, 1, 2, 0, 2, 1, 3, 0, 1, 0, 2, 2, 0, 0, 1, 0, 3, 0, 1, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 2, 0, 1, 2, 2, 1, 3, 2, 3, 2, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 1, 3, 3, 2, 0, 0, 0, 0, 1, 1, 1, 1, 3, 3, 3, 1, 3, 3, 1, 1, 3, 1] 
dag1.txt 5_4_3_2x4.txt 0.4318181818181818 1 303104.0 [15, 2, 8, 9, 13, 6, 10, 6, 6, 4, 10, 8, 12, 13, 12, 9, 14, 6, 8, 9, 10, 12, 15, 6, 2, 9, 14, 13, 8, 13, 13, 14, 9, 13, 9, 9, 15, 9, 13, 9, 9, 9, 14, 0, 10, 9, 8, 0, 0, 8, 5, 0, 3, 3, 12, 3, 12, 3, 1, 12, 12, 12, 1, 1, 5, 1, 6, 1, 11, 1, 6, 7, 2, 2, 4, 4, 8, 6, 11, 11, 5, 7, 5, 5, 6, 7, 5, 7] 
dag1.txt 4_1x3.txt 0.30303030303030304 1 1785856.0 [4, 3, 1, 1, 2, 5, 0, 5, 5, 3, 0, 1, 2, 2, 2, 1, 4, 5, 1, 1, 0, 2, 3, 5, 3, 4, 2, 2, 1, 2, 5, 2, 1, 2, 4, 2, 0, 2, 2, 1, 2, 1, 4, 4, 0, 2, 1, 4, 1, 1, 2, 1, 4, 4, 2, 1, 1, 4, 0, 0, 2, 2, 2, 0, 5, 0, 1, 0, 5, 0, 5, 3, 3, 3, 3, 3, 1, 1, 4, 5, 5, 1, 5, 5, 1, 1, 5, 5] 
dag1.txt 3_2x1.txt 0.12121212121212122 1 2678784.0 [1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0] 
dag1.txt 3_2x5.txt 0.32575757575757575 1 540672.0 [2, 6, 5, 5, 4, 3, 7, 0, 3, 6, 7, 6, 1, 4, 1, 0, 2, 3, 5, 0, 7, 1, 5, 0, 6, 5, 2, 4, 6, 4, 4, 2, 5, 4, 5, 4, 5, 2, 4, 5, 4, 5, 2, 8, 7, 4, 5, 8, 8, 5, 4, 8, 2, 8, 1, 8, 1, 1, 7, 1, 1, 1, 1, 1, 4, 7, 0, 7, 9, 1, 3, 3, 6, 3, 3, 3, 5, 0, 9, 9, 9, 0, 9, 9, 0, 0, 9, 0] 
dag1.txt 3_2x4.txt 0.3787878787878788 1 671744.0 [0, 7, 0, 3, 2, 4, 5, 4, 4, 7, 5, 2, 6, 2, 6, 1, 1, 4, 0, 1, 5, 6, 7, 4, 7, 4, 1, 2, 2, 2, 4, 1, 1, 2, 3, 2, 7, 1, 2, 7, 2, 7, 1, 6, 5, 2, 2, 6, 6, 1, 4, 6, 1, 6, 2, 6, 6, 6, 5, 2, 5, 5, 5, 5, 4, 5, 0, 5, 3, 5, 4, 4, 7, 7, 0, 0, 0, 0, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3] 
