dagJ57.txt 3_2x4.txt True 0.11684782608695653 0.12 511.0 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 2, 7, 7, 7, 7, 7, 7, 3, 3, 6, 7, 7, 7, 7, 7, 3, 3, 7, 7, 3, 2, 7, 7, 7, 3, 7, 3, 7, 3, 3, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dagJ57.txt 3_2x4.txt True 0.125 0.13 498.75 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 2, 7, 7, 7, 7, 7, 7, 3, 3, 6, 7, 7, 7, 7, 7, 3, 3, 7, 7, 3, 2, 7, 7, 7, 3, 7, 3, 7, 3, 3, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dagJ57.txt 3_2x4.txt True 0.125 0.14 498.75 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 6, 7, 2, 7, 7, 7, 7, 7, 7, 3, 3, 6, 7, 7, 7, 7, 7, 3, 3, 7, 7, 3, 2, 7, 7, 7, 3, 7, 3, 7, 3, 3, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dagJ57.txt 3_2x4.txt True 0.14945652173913043 0.15 474.25 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 1, 7, 7, 7, 7, 7, 7, 7, 3, 7, 7, 7, 7, 6, 7, 2, 7, 7, 7, 7, 7, 7, 3, 3, 6, 7, 7, 7, 7, 7, 3, 3, 7, 7, 3, 2, 7, 7, 7, 3, 7, 3, 7, 3, 3, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dagJ57.txt 3_2x4.txt True 0.15217391304347827 0.16 474.25 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 1, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 6, 7, 2, 7, 7, 7, 7, 7, 7, 3, 3, 6, 7, 7, 7, 7, 7, 3, 3, 7, 7, 3, 2, 7, 7, 7, 3, 7, 3, 7, 3, 3, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dagJ57.txt 3_2x4.txt True 0.16847826086956522 0.17 462.5 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 1, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 6, 7, 2, 7, 7, 7, 7, 7, 7, 3, 3, 6, 7, 7, 7, 7, 7, 3, 3, 7, 7, 3, 2, 7, 7, 7, 3, 7, 3, 7, 3, 3, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dagJ57.txt 3_2x4.txt True 0.17391304347826086 0.18 451.0 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 1, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 6, 7, 2, 7, 7, 7, 7, 7, 7, 3, 3, 6, 7, 7, 7, 7, 7, 3, 3, 7, 7, 3, 2, 7, 7, 7, 3, 7, 3, 7, 3, 3, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dagJ57.txt 3_2x4.txt True 0.17391304347826086 0.19 451.0 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 1, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 6, 7, 2, 7, 7, 7, 7, 7, 7, 3, 3, 6, 7, 7, 7, 7, 7, 3, 3, 7, 7, 3, 2, 7, 7, 7, 3, 7, 3, 7, 3, 3, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dagJ57.txt 3_2x4.txt True 0.19021739130434784 0.2 439.5 [7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 1, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 6, 7, 2, 7, 7, 1, 7, 7, 7, 3, 3, 6, 7, 7, 7, 7, 7, 3, 3, 7, 7, 3, 2, 7, 7, 7, 3, 7, 3, 7, 3, 3, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dagJ57.txt 3_2x4.txt True 0.23097826086956522 0.25 406.5 [7, 7, 7, 1, 1, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 1, 7, 1, 7, 7, 7, 7, 7, 7, 7, 1, 7, 7, 7, 7, 6, 7, 2, 7, 7, 1, 7, 7, 7, 3, 3, 6, 7, 7, 7, 7, 7, 3, 3, 7, 7, 3, 2, 7, 7, 7, 3, 7, 3, 7, 3, 3, 3, 3, 7, 3, 7, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3] 
dagJ57.txt 3_2x4.txt True 0.29347826086956524 0.3 313.25 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 0, 3, 3, 2, 3, 0, 0, 3, 3, 3, 0, 3, 7, 3, 3, 5, 0, 3, 3, 6, 7, 0, 0, 1, 3, 1, 1, 3, 7, 7, 5, 7, 2, 1, 7, 7, 1, 5, 7, 6, 7, 7, 0, 7, 7, 7, 7, 6, 7, 7, 1, 7, 1, 5, 7, 7, 6, 1, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 4, 7, 7] 
dagJ57.txt 3_2x4.txt True 0.34782608695652173 0.35 289.25 [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3, 3, 3, 3, 2, 3, 3, 3, 0, 3, 3, 2, 3, 0, 0, 1, 3, 3, 0, 3, 7, 3, 3, 5, 0, 3, 3, 6, 7, 0, 0, 1, 3, 1, 1, 3, 7, 7, 5, 7, 2, 1, 7, 7, 1, 5, 7, 6, 7, 7, 0, 7, 7, 7, 7, 6, 7, 7, 1, 7, 1, 5, 7, 7, 6, 1, 7, 7, 4, 7, 7, 7, 1, 7, 1, 7, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 4, 7, 7, 7, 7, 4, 7, 7] 
dagJ57.txt 3_2x4.txt True 0.39945652173913043 0.4 570.0 [1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 3, 1, 1, 0, 0, 2, 0, 1, 4, 1, 1, 1, 1, 0, 1, 2, 3, 2, 4, 0, 3, 2, 3, 2, 2, 1, 2, 4, 2, 0, 4, 3, 2, 5, 5, 5, 5, 3, 2, 2, 4, 2, 2, 5, 5, 6, 2, 5, 2, 5, 5, 2, 6, 5, 5, 4, 5, 3, 5, 5, 5, 5, 5, 6, 2, 1, 6, 6, 6, 5, 6, 5, 7, 4, 5, 6, 6, 6, 6, 5, 7, 5, 6, 7, 7, 6, 6, 1, 6, 6, 6, 6, 1, 7, 6, 6, 7, 1, 7, 5, 6] 
dagJ57.txt 3_2x4.txt True 0.4483695652173913 0.45 419.0 [2, 3, 2, 2, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 0, 2, 0, 2, 2, 2, 2, 1, 2, 3, 0, 3, 3, 3, 2, 2, 0, 1, 0, 1, 5, 2, 1, 1, 1, 1, 0, 1, 1, 5, 0, 0, 1, 1, 1, 1, 4, 5, 1, 1, 0, 0, 5, 0, 0, 4, 4, 7, 5, 5, 0, 5, 4, 0, 7, 5, 4, 5, 4, 1, 5, 4, 5, 4, 4, 7, 5, 1, 5, 7, 4, 5, 7, 4, 7, 5, 4, 7, 7, 6, 6, 1, 7, 4, 6, 7, 6, 7, 6, 7, 6, 6, 6, 7, 6, 7, 6, 6, 6, 6, 7, 4, 6] 
dagJ57.txt 3_2x4.txt True 0.49728260869565216 0.5 322.0 [2, 3, 2, 1, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 0, 2, 1, 2, 2, 1, 2, 1, 2, 3, 0, 3, 3, 3, 2, 2, 0, 1, 0, 1, 5, 2, 1, 1, 1, 1, 0, 1, 1, 5, 0, 0, 1, 1, 1, 1, 4, 5, 1, 1, 0, 0, 5, 0, 1, 4, 4, 7, 5, 5, 0, 5, 4, 0, 7, 5, 4, 5, 4, 1, 5, 4, 5, 4, 4, 7, 5, 1, 5, 7, 4, 5, 7, 4, 7, 5, 4, 7, 7, 6, 6, 1, 7, 1, 1, 7, 6, 7, 6, 7, 6, 6, 6, 7, 1, 7, 6, 6, 6, 1, 7, 1, 6] 
dagJ57.txt 3_2x4.txt True 0.5489130434782609 0.55 215.5 [2, 3, 3, 1, 3, 3, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 0, 1, 1, 2, 3, 3, 2, 1, 2, 3, 0, 3, 3, 3, 2, 2, 1, 1, 0, 1, 5, 2, 3, 1, 3, 1, 7, 1, 1, 5, 0, 0, 3, 1, 1, 1, 4, 5, 1, 1, 0, 0, 5, 0, 1, 3, 1, 7, 5, 5, 0, 5, 4, 3, 7, 5, 3, 5, 4, 1, 5, 4, 5, 4, 4, 7, 5, 3, 5, 7, 4, 5, 7, 4, 7, 5, 4, 7, 7, 6, 6, 1, 7, 1, 1, 7, 6, 7, 6, 7, 6, 6, 7, 7, 1, 7, 6, 6, 6, 1, 7, 1, 1] 
dagJ57.txt 3_2x4.txt True 0.595108695652174 0.6 173.25 [2, 3, 3, 1, 3, 7, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 0, 1, 5, 2, 3, 5, 1, 1, 2, 3, 7, 3, 3, 3, 2, 2, 1, 1, 0, 1, 5, 5, 7, 1, 7, 1, 5, 1, 1, 5, 0, 0, 7, 1, 1, 1, 4, 5, 1, 1, 0, 0, 5, 0, 1, 3, 1, 7, 5, 5, 0, 5, 3, 3, 7, 5, 3, 5, 4, 1, 5, 4, 5, 4, 4, 7, 5, 7, 5, 7, 4, 5, 7, 4, 7, 5, 4, 7, 7, 6, 6, 5, 7, 5, 1, 7, 6, 7, 6, 7, 6, 6, 3, 7, 3, 7, 6, 1, 6, 5, 7, 1, 1] 
dagJ57.txt 3_2x4.txt True 0.595108695652174 0.65 173.25 [2, 3, 3, 1, 3, 7, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 0, 1, 5, 2, 3, 5, 1, 1, 2, 3, 7, 3, 3, 3, 2, 2, 1, 1, 0, 1, 5, 5, 7, 1, 7, 1, 5, 1, 1, 5, 0, 0, 7, 1, 1, 1, 4, 5, 1, 1, 0, 0, 5, 0, 1, 3, 1, 7, 5, 5, 0, 5, 3, 3, 7, 5, 3, 5, 4, 1, 5, 4, 5, 4, 4, 7, 5, 7, 5, 7, 4, 5, 7, 4, 7, 5, 4, 7, 7, 6, 6, 5, 7, 5, 1, 7, 6, 7, 6, 7, 6, 6, 3, 7, 3, 7, 6, 1, 6, 5, 7, 1, 1] 
dagJ57.txt 3_2x4.txt True 0.595108695652174 0.7 173.25 [2, 3, 3, 1, 3, 7, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 0, 1, 5, 2, 3, 5, 1, 1, 2, 3, 7, 3, 3, 3, 2, 2, 1, 1, 0, 1, 5, 5, 7, 1, 7, 1, 5, 1, 1, 5, 0, 0, 7, 1, 1, 1, 4, 5, 1, 1, 0, 0, 5, 0, 1, 3, 1, 7, 5, 5, 0, 5, 3, 3, 7, 5, 3, 5, 4, 1, 5, 4, 5, 4, 4, 7, 5, 7, 5, 7, 4, 5, 7, 4, 7, 5, 4, 7, 7, 6, 6, 5, 7, 5, 1, 7, 6, 7, 6, 7, 6, 6, 3, 7, 3, 7, 6, 1, 6, 5, 7, 1, 1] 
dagJ57.txt 3_2x4.txt True 0.595108695652174 0.75 173.25 [2, 3, 3, 1, 3, 7, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 0, 1, 5, 2, 3, 5, 1, 1, 2, 3, 7, 3, 3, 3, 2, 2, 1, 1, 0, 1, 5, 5, 7, 1, 7, 1, 5, 1, 1, 5, 0, 0, 7, 1, 1, 1, 4, 5, 1, 1, 0, 0, 5, 0, 1, 3, 1, 7, 5, 5, 0, 5, 3, 3, 7, 5, 3, 5, 4, 1, 5, 4, 5, 4, 4, 7, 5, 7, 5, 7, 4, 5, 7, 4, 7, 5, 4, 7, 7, 6, 6, 5, 7, 5, 1, 7, 6, 7, 6, 7, 6, 6, 3, 7, 3, 7, 6, 1, 6, 5, 7, 1, 1] 
dagJ57.txt 3_2x4.txt True 0.595108695652174 0.8 173.25 [2, 3, 3, 1, 3, 7, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 0, 1, 5, 2, 3, 5, 1, 1, 2, 3, 7, 3, 3, 3, 2, 2, 1, 1, 0, 1, 5, 5, 7, 1, 7, 1, 5, 1, 1, 5, 0, 0, 7, 1, 1, 1, 4, 5, 1, 1, 0, 0, 5, 0, 1, 3, 1, 7, 5, 5, 0, 5, 3, 3, 7, 5, 3, 5, 4, 1, 5, 4, 5, 4, 4, 7, 5, 7, 5, 7, 4, 5, 7, 4, 7, 5, 4, 7, 7, 6, 6, 5, 7, 5, 1, 7, 6, 7, 6, 7, 6, 6, 3, 7, 3, 7, 6, 1, 6, 5, 7, 1, 1] 
dagJ57.txt 3_2x4.txt True 0.595108695652174 0.85 173.25 [2, 3, 3, 1, 3, 7, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 0, 1, 5, 2, 3, 5, 1, 1, 2, 3, 7, 3, 3, 3, 2, 2, 1, 1, 0, 1, 5, 5, 7, 1, 7, 1, 5, 1, 1, 5, 0, 0, 7, 1, 1, 1, 4, 5, 1, 1, 0, 0, 5, 0, 1, 3, 1, 7, 5, 5, 0, 5, 3, 3, 7, 5, 3, 5, 4, 1, 5, 4, 5, 4, 4, 7, 5, 7, 5, 7, 4, 5, 7, 4, 7, 5, 4, 7, 7, 6, 6, 5, 7, 5, 1, 7, 6, 7, 6, 7, 6, 6, 3, 7, 3, 7, 6, 1, 6, 5, 7, 1, 1] 
dagJ57.txt 3_2x4.txt True 0.595108695652174 0.9 173.25 [2, 3, 3, 1, 3, 7, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 0, 1, 5, 2, 3, 5, 1, 1, 2, 3, 7, 3, 3, 3, 2, 2, 1, 1, 0, 1, 5, 5, 7, 1, 7, 1, 5, 1, 1, 5, 0, 0, 7, 1, 1, 1, 4, 5, 1, 1, 0, 0, 5, 0, 1, 3, 1, 7, 5, 5, 0, 5, 3, 3, 7, 5, 3, 5, 4, 1, 5, 4, 5, 4, 4, 7, 5, 7, 5, 7, 4, 5, 7, 4, 7, 5, 4, 7, 7, 6, 6, 5, 7, 5, 1, 7, 6, 7, 6, 7, 6, 6, 3, 7, 3, 7, 6, 1, 6, 5, 7, 1, 1] 
dagJ57.txt 3_2x4.txt True 0.595108695652174 0.95 173.25 [2, 3, 3, 1, 3, 7, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 0, 1, 5, 2, 3, 5, 1, 1, 2, 3, 7, 3, 3, 3, 2, 2, 1, 1, 0, 1, 5, 5, 7, 1, 7, 1, 5, 1, 1, 5, 0, 0, 7, 1, 1, 1, 4, 5, 1, 1, 0, 0, 5, 0, 1, 3, 1, 7, 5, 5, 0, 5, 3, 3, 7, 5, 3, 5, 4, 1, 5, 4, 5, 4, 4, 7, 5, 7, 5, 7, 4, 5, 7, 4, 7, 5, 4, 7, 7, 6, 6, 5, 7, 5, 1, 7, 6, 7, 6, 7, 6, 6, 3, 7, 3, 7, 6, 1, 6, 5, 7, 1, 1] 
dagJ57.txt 3_2x4.txt True 0.595108695652174 1 173.25 [2, 3, 3, 1, 3, 7, 3, 3, 3, 3, 2, 3, 2, 2, 3, 3, 3, 0, 1, 5, 2, 3, 5, 1, 1, 2, 3, 7, 3, 3, 3, 2, 2, 1, 1, 0, 1, 5, 5, 7, 1, 7, 1, 5, 1, 1, 5, 0, 0, 7, 1, 1, 1, 4, 5, 1, 1, 0, 0, 5, 0, 1, 3, 1, 7, 5, 5, 0, 5, 3, 3, 7, 5, 3, 5, 4, 1, 5, 4, 5, 4, 4, 7, 5, 7, 5, 7, 4, 5, 7, 4, 7, 5, 4, 7, 7, 6, 6, 5, 7, 5, 1, 7, 6, 7, 6, 7, 6, 6, 3, 7, 3, 7, 6, 1, 6, 5, 7, 1, 1] 
dagJ57.txt 100_1x1.txt True 0.059782608695652176 0.07 3116.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagJ57.txt 100_1x1.txt True 0.07608695652173914 0.08 3069.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagJ57.txt 100_1x1.txt True 0.08152173913043478 0.09 3023.0 [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagJ57.txt 100_1x1.txt True 0.09510869565217392 0.1 1679.0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagJ57.txt 100_1x1.txt True 0.10869565217391304 0.11 1630.0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagJ57.txt 100_1x1.txt True 0.11684782608695653 0.12 1581.0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagJ57.txt 100_1x1.txt True 0.12228260869565218 0.13 1535.0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagJ57.txt 100_1x1.txt True 0.12228260869565218 0.14 1535.0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagJ57.txt 100_1x1.txt True 0.14673913043478262 0.15 1443.0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
dagJ57.txt 100_1x1.txt True 0.14673913043478262 0.16 1443.0 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1] 
